Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1593996303.7712243,26080,1574795825,656100034,navsat_link,2,1,40.663404955,-74.56438272333334,42.724,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996303.9726787,26081,1574795825,857585906,navsat_link,2,1,40.66340379,-74.56437987,42.683,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996304.1685078,26082,1574795826,53286075,navsat_link,2,1,40.663402866666665,-74.56437845833334,42.674,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996304.3845553,26083,1574795826,269646883,navsat_link,2,1,40.663400933333335,-74.56437603833334,42.696999999999996,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996304.575074,26084,1574795826,459934949,navsat_link,2,1,40.66339930833333,-74.56437360333334,42.617,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996304.76874,26085,1574795826,653394937,navsat_link,2,1,40.66339712333333,-74.56437159333333,42.626,0.00777924,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996304.9743423,26086,1574795826,859253883,navsat_link,2,1,40.663395215,-74.56436965666667,42.626,0.00777924,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996305.16963,26087,1574795827,54229974,navsat_link,2,1,40.663393338333336,-74.56436764333333,42.562000000000005,0.00777924,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996305.3859892,26088,1574795827,270622014,navsat_link,2,1,40.663391095,-74.564365985,42.562999999999995,0.00777924,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996305.5684412,26089,1574795827,453267097,navsat_link,2,1,40.663388991666665,-74.564364085,42.550000000000004,0.00762129,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996305.7674725,26090,1574795827,652815103,navsat_link,2,1,40.66338733333333,-74.56436254833334,42.486,0.00762129,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996305.9698339,26091,1574795827,855436086,navsat_link,2,1,40.663385778333335,-74.56436077,42.464000000000006,0.00762129,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996306.1730533,26092,1574795828,58424949,navsat_link,2,1,40.66338427833333,-74.56435884666666,42.492,0.00762129,0.0,0.0,0.0,0.01016064,0.0,0.0,0.0,207.36,1
1593996306.3982139,26093,1574795828,283390045,navsat_link,2,1,40.66338298666667,-74.56435696333334,42.474,0.00762129,0.0,0.0,0.0,0.01016064,0.0,0.0,0.0,207.36,1
